Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments,,,,,,,,,,,
goel-shashank/CyCLIP,https://github.com/goel-shashank/CyCLIP,FALSE,11/15/2021 1:19,[],53,5,2,0,2,Python,16880,1,0,1,0,184,0,0,0,,,,,,,,,,,
Mukalingam/Mathematical_formula_Extractor,https://github.com/Mukalingam/Mathematical_formula_Extractor,FALSE,10/13/2021 4:52,[],6,2,0,0,1,Python,18857,0,0,1,0,14,0,0,0,,,,,,,,,,,
snaredataset/snare,https://github.com/snaredataset/snare,FALSE,7/26/2021 21:48,[],21,4,3,0,3,Python,894,3,0,2,0,22,0,0,0,,,,,,,,,,,
savenow/Traffic_Camera_Tracking,https://github.com/savenow/Traffic_Camera_Tracking,FALSE,7/6/2021 17:43,[],8,0,2,0,2,Python,349051,1,1,1,0,214,0,0,0,,,,,,,,,,,
xlpczv/Semi_Siamese,https://github.com/xlpczv/Semi_Siamese,FALSE,2/6/2022 6:46,[],6,2,0,0,1,Python,1801,3,0,1,0,4,0,0,0,,,,,,,,,,,
zubair-irshad/CenterSnap,https://github.com/zubair-irshad/CenterSnap,FALSE,1/31/2022 21:45,"['3d-computer-vision', '3d-reconstruction', '6d-pose-estimation', 'artificial-intelligence', 'auto-encoder', 'deep-learning', 'detection', 'pytorch', 'shape-reconstruction', 'single-shot-detection', 'single-shot-reconstruction', 'computer-vision', 'pose-estimation', 'robotics', '6dof-pose', 'manipulation']",150,9,22,0,1,Jupyter Notebook,99314,2,1,2,0,4,0,0,0,,,,,,,,,,,
alex-petrenko/sample-factory,https://github.com/alex-petrenko/sample-factory,FALSE,6/20/2019 0:59,[],388,12,61,1,12,Python,101766,8,2,36,9,946,2,0,110,,,,,,,,,,,
XinzeLee/RotateObjectDetection,https://github.com/XinzeLee/RotateObjectDetection,FALSE,8/17/2021 9:26,[],89,3,16,1,1,Python,103418,21,0,1,1,10,0,0,0,,,,,,,,,,,
Erosinho13/FedDrive,https://github.com/Erosinho13/FedDrive,FALSE,9/21/2022 8:52,[],9,1,1,0,1,Python,826,0,0,1,0,2,0,0,0,,,,,,,,,,,
deep-voice/soundbay,https://github.com/deep-voice/soundbay,FALSE,3/14/2021 21:11,[],9,4,1,0,10,Jupyter Notebook,28292,3,3,55,0,369,1,0,0,,,,,,,,,,,
erolm-a/colla-framework,https://github.com/erolm-a/colla-framework,FALSE,8/20/2020 13:52,[],6,2,1,0,3,Python,5632,0,0,10,8,279,0,0,0,,,,,,,,,,,
ViAsmit/YOLOv5-Flask,https://github.com/ViAsmit/YOLOv5-Flask,FALSE,8/8/2021 12:07,[],34,2,24,0,1,Python,73041,2,0,1,0,13,0,0,0,,,,,,,,,,,
Rex-LK/tensorrt_learning,https://github.com/Rex-LK/tensorrt_learning,FALSE,5/1/2022 8:32,[],32,1,4,0,1,C++,172441,2,0,1,0,51,0,0,0,,,,,,,,,,,
talhaanwarch/youtube-tutorials,https://github.com/talhaanwarch/youtube-tutorials,FALSE,12/1/2021 7:04,[],31,1,10,0,1,Jupyter Notebook,535,0,0,1,0,13,0,0,0,,,,,,,,,,,
columbia-ai-robotics/garmentnets,https://github.com/columbia-ai-robotics/garmentnets,FALSE,7/29/2021 5:33,[],41,5,6,0,1,Python,543,1,0,1,0,5,0,0,0,,,,,,,,,,,
yasumasaonoe/Box4Types,https://github.com/yasumasaonoe/Box4Types,FALSE,5/30/2021 23:49,[],18,1,3,0,2,Python,36,1,0,1,0,10,0,0,0,,,,,,,,,,,
owo12321/Yolov5_DeepSort_Traffic-counter,https://github.com/owo12321/Yolov5_DeepSort_Traffic-counter,FALSE,4/9/2022 13:50,[],17,1,3,0,1,Python,61805,8,0,1,0,18,0,0,0,,,,,,,,,,,
crowsonkb/cloob-training,https://github.com/crowsonkb/cloob-training,FALSE,3/24/2022 22:33,[],60,7,7,0,1,Python,14,0,0,1,0,5,0,0,0,,,,,,,,,,,
uclasystem/bamboo,https://github.com/uclasystem/bamboo,FALSE,7/28/2022 2:04,[],14,1,2,0,5,Python,25607,0,0,1,0,350,0,0,0,,,,,,,,,,,
bcaitech1/p3-ims-obd-multihead_ensemble,https://github.com/bcaitech1/p3-ims-obd-multihead_ensemble,FALSE,4/26/2021 5:50,[],7,1,5,0,6,Jupyter Notebook,73647,1,1,8,0,39,2,0,0,,,,,,,,,,,
udaylunawat/Whats-this-rock,https://github.com/udaylunawat/Whats-this-rock,FALSE,5/26/2022 14:42,"['deep-learning', 'keras', 'machine-learning', 'python', 'telegram-bot', 'tensorflow', 'docker', 'image-classification', 'image-processing', 'nbdev']",20,1,3,0,1,Jupyter Notebook,13121,4,0,2,0,679,2,0,22,,,,,,,,,,,
rpatrik96/ima-vae,https://github.com/rpatrik96/ima-vae,FALSE,11/25/2021 10:55,"['pytorch', 'vae', 'independent-component-analysis', 'pytorch-lightning', 'variational-autoencoder', 'variational-inference', 'disentanglement', 'dsprites', 'ica', 'wandb']",12,3,0,1,2,Jupyter Notebook,7702,0,0,5,2,375,0,0,0,,,,,,,,,,,
rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,FALSE,2/2/2019 5:51,"['pytorch', 'imagenet-classifier', 'resnet', 'dual-path-networks', 'cnn-classification', 'pretrained-models', 'pretrained-weights', 'distributed-training', 'mobile-deep-learning', 'mobilenet-v2', 'mnasnet', 'mobilenetv3', 'efficientnet', 'augmix', 'randaugment', 'mixnet', 'efficientnet-training', 'vision-transformer-models', 'nfnets', 'normalization-free-training']",21653,288,3588,36,68,Python,21355,78,18,26,36,1582,11,0,10,,,,,,,,,,,
jizhishutong/YOLOU,https://github.com/jizhishutong/YOLOU,FALSE,7/25/2022 14:14,"['yolo', 'ncnn', 'openvino', 'tensorrt', 'tengine', 'yolov5', 'yolov6', 'yoloe']",610,13,111,0,3,Jupyter Notebook,335729,34,1,6,0,46,0,0,0,,,,,,,,,,,
shreyas-kowshik/nlp4if,https://github.com/shreyas-kowshik/nlp4if,FALSE,3/17/2021 6:48,"['natural-language-processing', 'deep-learning', 'multi-head-attention', 'naacl2021', 'multi-task-learning']",5,1,0,0,2,Python,13641,0,0,1,0,175,0,0,0,,,,,,,,,,,
GagaST/GagaST-code,https://github.com/GagaST/GagaST-code,FALSE,1/14/2022 2:57,[],5,1,0,0,1,Python,3640,1,0,1,0,3,0,0,0,,,,,,,,,,,
amazon-research/fact-graph,https://github.com/amazon-science/fact-graph,FALSE,4/19/2022 18:00,"['factuality', 'abstractive-summarization']",25,5,4,0,4,Python,2343,3,1,2,0,38,0,0,0,,,,,,,,,,,
jaromiru/sr-drl,https://github.com/jaromiru/sr-drl,FALSE,9/25/2020 22:46,[],16,3,8,0,1,Python,1627,1,0,1,0,3,0,0,0,,,,,,,,,,,
harvardnlp/hmm-lm,https://github.com/harvardnlp/hmm-lm,FALSE,10/6/2020 4:09,[],41,6,1,0,0,Python,13367,0,0,1,0,6,0,0,0,,,,,,,,,,,
Fafa-DL/Lhy_Machine_Learning,https://github.com/Fafa-DL/Lhy_Machine_Learning,FALSE,2/28/2021 5:42,[],3037,27,1047,3,2,Jupyter Notebook,361974,6,0,1,3,177,0,0,0,,,,,,,,,,,
LahiRumesh/SSL_Vision_Pipeline,https://github.com/LahiRumesh/SSL_Vision_Pipeline,FALSE,8/26/2021 13:39,"['object-detection', 'yolo', 'deep-learning', 'yolov4', 'pseudolabelling', 'semi-supervised-learning', 'pytorch', 'yolov3']",6,3,0,0,1,Python,813,1,0,1,0,26,0,0,0,,,,,,,,,,,
boostcampaitech2/final-project-level3-nlp-03,https://github.com/boostcampaitech2/final-project-level3-nlp-03,FALSE,11/19/2021 2:01,[],7,5,2,0,4,Python,22527,0,0,6,0,39,0,0,0,,,,,,,,,,,
Howuhh/faster-trajectory-transformer,https://github.com/Howuhh/faster-trajectory-transformer,FALSE,3/12/2022 21:13,"['trajectory-transformer', 'reinforcement-learning', 'transformer']",46,1,5,0,1,Python,23234,2,1,2,0,11,0,0,0,,,,,,,,,,,
debcaldarola/fedsam,https://github.com/debcaldarola/fedsam,FALSE,7/19/2022 20:48,[],12,2,0,0,2,Python,8628,0,0,1,0,4,0,0,0,,,,,,,,,,,
neergaard/deep-sleep-pytorch,https://github.com/neergaard/deep-sleep-pytorch,FALSE,4/23/2021 21:40,[],7,2,6,0,1,Python,50918,1,0,1,0,11,0,0,0,,,,,,,,,,,
DSCVITBHOPAL/ML-Reserve,https://github.com/DSCVITBHOPAL/ML-Reserve,FALSE,9/11/2021 6:17,"['opensource', 'machine-learning', 'deep-learning', 'deployment', 'python3', 'hacktoberfest', 'hacktoberfest-accepted', 'good-first-issue', 'hacktoberfest2022']",20,0,35,0,29,Jupyter Notebook,199760,0,0,1,0,313,0,0,0,,,,,,,,,,,
gmt710/AlphaPose_yolovx,https://github.com/gmt710/AlphaPose_yolovx,FALSE,3/18/2021 7:45,[],49,2,14,0,1,Python,33036,0,0,1,0,3,0,0,0,,,,,,,,,,,
brett-daley/stratified-experience-replay,https://github.com/brett-daley/stratified-experience-replay,FALSE,1/22/2020 20:45,[],5,1,0,0,2,Python,518,1,1,13,0,187,0,0,0,,,,,,,,,,,
kite99520/DialSummEval,https://github.com/kite99520/DialSummEval,FALSE,4/13/2022 4:34,"['analysis', 'annotations', 'metrics']",6,1,0,0,1,Python,5429,0,0,1,0,6,0,0,0,,,,,,,,,,,
neonbjb/DL-Art-School,https://github.com/neonbjb/DL-Art-School,FALSE,12/29/2020 22:39,[],35,3,7,0,6,Python,2940,0,0,3,0,2116,0,0,0,,,,,,,,,,,
Chriskuei/GERE,https://github.com/Chriskuei/GERE,FALSE,4/14/2022 1:41,[],8,3,1,0,1,Python,71996,0,0,1,0,3,0,0,0,,,,,,,,,,,
NEFTeam/Traffic-Law-Enforcement,https://github.com/NEFTeam/Traffic-Law-Enforcement,FALSE,4/29/2021 10:08,[],7,0,5,0,4,Python,13428,0,0,1,0,45,0,0,0,,,,,,,,,,,
MaryamBoneh/Vehicle-Detection,https://github.com/MaryamBoneh/Vehicle-Detection,FALSE,9/7/2021 20:47,"['deep-learning', 'yolov5', 'image-processing', 'fine-tuning', 'object-detection', 'python', 'dataset', 'car-counting', 'vehicle-counting', 'yolo']",85,1,16,0,1,Python,67609,3,1,1,0,13,0,0,0,,,,,,,,,,,
TRI-ML/packnet-sfm,https://github.com/TRI-ML/packnet-sfm,FALSE,12/6/2019 1:08,[],1059,52,232,3,6,Python,27033,73,8,1,3,14,0,0,12,,,,,,,,,,,
coveooss/SIGIR-ecom-data-challenge,https://github.com/coveooss/SIGIR-ecom-data-challenge,FALSE,2/8/2021 15:03,[],78,5,13,0,2,Python,3751,0,0,2,0,60,0,0,0,,,,,,,,,,,
Popgun-Labs/PopGen,https://github.com/Popgun-Labs/PopGen,FALSE,5/17/2020 12:57,[],55,7,2,0,2,Python,101,0,0,2,0,36,2,0,0,,,,,,,,,,,
H-deep/Trans-SVSR,https://github.com/H-deep/Trans-SVSR,FALSE,11/24/2021 1:12,[],27,2,5,0,1,Python,34190,5,0,1,0,34,0,0,0,,,,,,,,,,,
chenanga/qt5_yolov5_2.0,https://github.com/chenanga/qt5_yolov5_2.0,FALSE,11/19/2021 8:58,[],19,1,3,1,1,Python,180,1,0,1,1,5,0,0,0,,,,,,,,,,,
Datasciensyash/ReviewClassifier,https://github.com/Datasciensyash/ReviewClassifier,FALSE,5/22/2020 11:24,[],5,1,0,0,1,Jupyter Notebook,78112,0,0,1,0,77,0,0,0,,,,,,,,,,,
tk-rusch/GraphCON,https://github.com/tk-rusch/GraphCON,FALSE,8/13/2021 10:15,"['graph-attention-networks', 'graph-convolutional-networks', 'graph-neural-networks', 'icml', 'icml-2022', 'oversmoothing', 'pytorch-geometric']",27,2,4,0,3,Python,1024,0,0,2,0,114,0,0,0,,,,,,,,,,,
x-zho14/MAPLE,https://github.com/x-zho14/MAPLE,FALSE,6/14/2022 16:29,[],13,3,0,0,1,Python,67,0,0,1,0,16,0,0,0,,,,,,,,,,,
migalkin/StarE,https://github.com/migalkin/StarE,FALSE,9/17/2020 11:20,[],62,5,17,0,3,Python,17009,0,0,1,0,23,0,0,0,,,,,,,,,,,
UKPLab/adaptable-adapters,https://github.com/UKPLab/adaptable-adapters,FALSE,5/2/2022 16:51,[],10,4,1,0,3,Python,9166,0,0,1,0,10,0,0,0,,,,,,,,,,,
macabdul9/CASA-Dialogue-Act-Classifier,https://github.com/macabdul9/CASA-Dialogue-Act-Classifier,FALSE,1/2/2021 23:23,[],31,4,11,0,2,Python,29801,16,2,1,0,45,2,0,0,,,,,,,,,,,
ai-forever/ru-prompts,https://github.com/ai-forever/ru-prompts,FALSE,12/17/2021 4:39,[],34,6,1,0,1,Python,797,0,0,2,0,9,0,0,9,,,,,,,,,,,
NVIDIA-Omniverse/OmniIsaacGymEnvs,https://github.com/NVIDIA-Omniverse/OmniIsaacGymEnvs,FALSE,6/1/2022 5:16,[],175,11,27,0,2,Python,461,10,0,1,0,50,0,0,0,,,,,,,,,,,
IML-DKFZ/m-pax_lib,https://github.com/IML-DKFZ/m-pax_lib,FALSE,3/11/2022 15:00,[],5,1,0,0,2,Python,159,0,0,2,0,79,0,0,0,,,,,,,,,,,
mbahri/binary_gnn,https://github.com/mbahri/binary_gnn,FALSE,3/22/2021 18:17,[],30,4,7,0,1,Python,13743,0,0,1,0,8,0,0,0,,,,,,,,,,,
chandar-lab/Lifelong-Hanabi,https://github.com/chandar-lab/Lifelong-Hanabi,FALSE,9/24/2020 13:49,[],25,4,3,0,2,Jupyter Notebook,2258,1,0,2,0,5,1,0,0,,,,,,,,,,,
WongKinYiu/PyTorch_YOLOv4,https://github.com/WongKinYiu/PyTorch_YOLOv4,FALSE,6/13/2020 13:50,[],1740,31,555,0,1,Python,1314,297,8,6,0,101,17,0,0,,,,,,,,,,,
AwalkZY/CPN,https://github.com/AwalkZY/CPN,FALSE,4/3/2022 16:20,[],9,1,0,0,1,Python,470548,0,0,1,0,3,0,0,0,,,,,,,,,,,
HnV-Lab/CAIR,https://github.com/HnV-Lab/CAIR,FALSE,7/13/2022 6:22,[],5,1,1,0,3,Python,6691,1,0,3,0,17,0,0,0,,,,,,,,,,,
chenlamei/MobileVit_TensorRT,https://github.com/chenlamei/MobileVit_TensorRT,FALSE,5/26/2022 2:40,"['mobilevit', 'onnx', 'pytorch', 'tensorrt']",6,1,2,0,1,Python,114823,1,1,2,0,15,0,0,0,,,,,,,,,,,
anshulbshah/MMCL,https://github.com/anshulbshah/MMCL,FALSE,1/13/2022 18:21,[],12,2,1,0,1,Jupyter Notebook,1813,1,0,1,0,11,0,0,0,,,,,,,,,,,
Elbria/xling-SemDiv,https://github.com/Elbria/xling-SemDiv,FALSE,9/25/2020 20:38,"['semantic-divergences', 'learning-to-rank', 'parallel-data', 'corpus-filtering', 'synthetic-supervision', 'cross-lingual-similarity', 'bertology', 'multilingual-bert']",5,2,3,0,2,Python,9816,0,0,1,0,23,0,0,0,,,,,,,,,,,
cambridgeltl/mirror-bert,https://github.com/cambridgeltl/mirror-bert,FALSE,9/6/2021 13:29,"['bert', 'nlp', 'contrastive-learning', 'emnlp2021', 'unsupervised-learning']",59,5,7,0,2,Python,1832,0,0,1,0,41,0,0,0,,,,,,,,,,,
AICPS/sg-collision-prediction,https://github.com/AICPS/sg-collision-prediction,FALSE,5/25/2021 21:22,[],12,2,5,0,3,Python,95,1,1,2,0,13,0,0,0,,,,,,,,,,,
cjdjr/T-MAAC,https://github.com/cjdjr/T-MAAC,FALSE,2/20/2022 8:10,[],13,1,5,0,2,Python,1525,1,0,1,0,117,0,0,0,,,,,,,,,,,
gouthamvgk/SuperGlue_training,https://github.com/gouthamvgk/SuperGlue_training,FALSE,4/9/2021 20:39,[],58,3,11,0,1,Python,29845,6,0,1,0,7,0,0,0,,,,,,,,,,,
bcaitech1/p3-dst-chatting-day,https://github.com/bcaitech1/p3-dst-chatting-day,FALSE,4/22/2021 13:24,"['dst', 'dialogue-state-tracking', 'wizard-of-seoul', 'serving-pytorch-models']",8,1,2,0,5,Python,18160,0,0,2,0,92,0,0,0,,,,,,,,,,,
poets-ai/elegy,https://github.com/poets-ai/elegy,FALSE,6/30/2020 14:00,"['deep-learning', 'jax']",416,15,26,21,17,Python,35542,43,6,31,22,339,0,0,60,,,,,,,,,,,
robot-learning-freiburg/CL-SLAM,https://github.com/robot-learning-freiburg/CL-SLAM,FALSE,3/4/2022 14:54,"['slam', 'continual-learning', 'visual-slam']",54,9,1,0,2,Python,844,0,0,1,0,4,0,0,0,,,,,,,,,,,
pprp/pytorch-cifar-model-zoo,https://github.com/pprp/pytorch-cifar-model-zoo,FALSE,10/20/2021 10:09,"['pytorch', 'image-classification', 'vision-transformer', 'cnn-classification', 'tricks', 'cifar10', 'cifar10-classification']",55,2,8,0,1,Python,1646,1,0,1,0,67,0,0,0,,,,,,,,,,,
GodVvvWei/yolo-flask-html,https://github.com/GodVvvWei/yolo-flask-html,FALSE,8/8/2021 9:39,[],13,1,5,0,1,Python,15339,0,0,1,0,10,0,0,0,,,,,,,,,,,
duskvirkus/alias-free-gan,https://github.com/duskvirkus/alias-free-gan,FALSE,7/16/2021 16:44,"['alias-free-gan', 'pytorch', 'pytorch-lightning', 'machine-learning', 'mlart', 'ai-art', 'generative-art', 'stylegan']",73,6,14,2,3,Python,124968,10,0,3,2,233,0,0,0,,,,,,,,,,,
alibaba/easyrobust,https://github.com/alibaba/easyrobust,FALSE,2/22/2022 2:42,"['deep-learning', 'image-classification', 'imagenet', 'adversarial-robustness', 'robustness', 'pretrained-models']",90,6,8,2,2,Python,6444,1,0,1,2,24,0,0,0,,,,,,,,,,,
songhaoyu/BoB,https://github.com/songhaoyu/BoB,FALSE,6/12/2021 4:53,"['bert', 'personachat', 'acl2021', 'dialogue-model']",121,1,24,0,1,Python,1184,7,2,1,0,20,0,0,0,,,,,,,,,,,
koulanurag/minimal-marl,https://github.com/koulanurag/minimal-marl,FALSE,6/29/2021 19:15,['multi-agent-reinforcement-learning'],23,1,5,0,1,Python,159,1,0,3,0,51,0,0,0,,,,,,,,,,,
rmst/rtrl,https://github.com/rmst/rtrl,FALSE,7/11/2019 19:05,"['reinforcement-learning', 'deep-learning', 'pytorch', 'machine-learning', 'deep-reinforcement-learning']",60,5,13,1,1,Python,67108,1,0,1,3,197,0,0,0,,,,,,,,,,,
NoelShin/selfmask,https://github.com/NoelShin/selfmask,FALSE,3/21/2022 17:09,"['deep-learning', 'pytorch']",35,2,2,0,1,Python,13180,0,0,1,0,16,0,0,0,,,,,,,,,,,
MrChenFeng/ASCL_ICPR2022,https://github.com/MrChenFeng/ASCL_ICPR2022,FALSE,6/11/2022 11:08,[],8,2,1,0,1,Python,1421,0,0,1,0,4,0,0,0,,,,,,,,,,,
ashleve/graph_classification,https://github.com/ashleve/graph_classification,FALSE,12/5/2020 2:07,"['graph-classification', 'superpixels', 'image-classification', 'open-graph-benchmark', 'ogbg', 'hydra', 'pytorch-lightning']",22,1,6,0,1,Jupyter Notebook,1121,0,0,1,0,80,0,0,0,,,,,,,,,,,
openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,FALSE,11/2/2021 9:11,"['anomaly-localization', 'anomaly-segmentation', 'anomaly-detection', 'unsupervised-learning', 'neural-network-compression', 'openvino']",1358,21,217,15,24,Python,55159,35,11,31,16,298,4,0,148,,,,,,,,,,,
WindVChen/Push-and-Pull-Network,https://github.com/WindVChen/Push-and-Pull-Network,FALSE,6/8/2022 11:10,"['contrastive-learning', 'fine-grained-classification', 'metric-learning', 'remote-sensing', 'ship-classification', 'fine-grained-ship-classification']",7,1,1,0,1,Python,365,0,0,1,0,14,0,0,0,,,,,,,,,,,
activatedgeek/understanding-bayesian-classification,https://github.com/activatedgeek/understanding-bayesian-classification,FALSE,3/30/2022 3:14,"['bayesian-inference', 'deep-learning', 'bayesian-neural-networks', 'classification', 'uncertainty-quantification', 'aleatoric-uncertainty', 'machine-learning', 'paper', 'research']",16,1,1,0,1,Jupyter Notebook,23743,0,0,1,0,2,0,0,0,,,,,,,,,,,
albertfgu/diffwave-sashimi,https://github.com/albertfgu/diffwave-sashimi,FALSE,6/29/2022 14:11,[],59,5,5,0,2,Python,186449,2,0,2,0,63,0,0,0,,,,,,,,,,,
Junpliu/ConDigSum,https://github.com/Junpliu/ConDigSum,FALSE,8/30/2021 9:30,"['dialogue', 'summarization', 'contrastive-learning', 'topic', 'self-supervised', 'bart', 'coherence', 'sub-summary']",51,12,11,0,0,Python,3510,1,0,1,0,3,0,0,0,,,,,,,,,,,
afiaka87/glide-finetune,https://github.com/afiaka87/glide-finetune,FALSE,1/19/2022 16:40,[],82,7,14,1,2,Python,278,3,1,1,1,82,0,0,0,,,,,,,,,,,
cambridgeltl/MirrorWiC,https://github.com/cambridgeltl/MirrorWiC,FALSE,9/11/2021 13:17,"['contrastive-learning', 'bert', 'language-model', 'nlp', 'machine-learning']",9,8,4,0,2,Python,1488,0,0,1,0,11,0,0,0,,,,,,,,,,,
sampottinger/wandb_summarizer,https://github.com/sampottinger/wandb_summarizer,FALSE,8/22/2019 22:15,[],15,1,0,0,1,Python,17,0,0,1,0,10,0,0,0,,,,,,,,,,,
github/CodeSearchNet,https://github.com/github/CodeSearchNet,FALSE,2/28/2019 17:22,"['deep-learning', 'natural-language-processing', 'programming-language-theory', 'machine-learning', 'tensorflow', 'datasets', 'data-science', 'machine-learning-on-source-code', 'representation-learning', 'neural-networks', 'python', 'ml', 'open-data', 'data', 'cnn', 'rnn', 'self-attention', 'bert', 'nlp', 'nlp-machine-learning']",1708,57,330,0,51,Jupyter Notebook,30039,12,0,13,0,286,0,0,0,,,,,,,,,,,
gyupro/streamlit_JoJoGAN,https://github.com/gyupro/streamlit_JoJoGAN,FALSE,12/30/2021 8:07,"['streamlit', 'jojogan', 'frontend']",4,1,1,0,2,Jupyter Notebook,118384,0,0,1,0,14,0,0,0,,,,,,,,,,,
Qyum/Bangla-deep-speech-Recognition,https://github.com/Qyum/Bangla-deep-speech-Recognition,FALSE,6/2/2021 6:01,[],108,1,2,0,1,Jupyter Notebook,5329,0,0,1,0,40,0,0,0,,,,,,,,,,,
mahdisesmaeelian/Python-Machine-Learning,https://github.com/mahdisesmaeelian/Python-Machine-Learning,FALSE,1/17/2022 14:38,[],13,1,0,0,1,Jupyter Notebook,24317,0,0,1,0,65,0,0,0,,,,,,,,,,,
LukasHedegaard/ride,https://github.com/LukasHedegaard/ride,FALSE,2/3/2021 9:56,"['python', 'machine-learning', 'deep-learning', 'artificial-intelligence', 'ai', 'pytorch', 'pytorch-lightning', 'framework']",21,2,1,18,1,Python,1467,0,0,2,19,314,0,0,0,,,,,,,,,,,
robmarkcole/Useful-python,https://github.com/robmarkcole/Useful-python,FALSE,10/17/2017 5:45,"['python', 'jupyter-notebook']",71,7,29,0,2,Jupyter Notebook,336571,1,0,1,0,918,0,0,0,,,,,,,,,,,
evgenii-nikishin/rl_with_resets,https://github.com/evgenii-nikishin/rl_with_resets,FALSE,5/17/2022 1:49,"['atari', 'deep-learning', 'deep-reinforcement-learning', 'dmc', 'flax', 'gym', 'machine-learning', 'overfitting', 'reinforcement-learning', 'sac', 'spr', 'atari2600', 'deepmind-control-suite', 'drq', 'jax', 'soft-actor-critic']",48,3,2,0,1,Python,1150,0,0,1,0,1,0,0,0,,,,,,,,,,,
Duankaiwen/PyCenterNet,https://github.com/Duankaiwen/PyCenterNet,FALSE,4/18/2022 12:13,[],137,5,19,0,1,Python,13646,19,0,1,0,34,0,0,0,,,,,,,,,,,
RozDavid/LanguageGroundedSemseg,https://github.com/RozDavid/LanguageGroundedSemseg,FALSE,7/19/2022 16:15,[],46,2,4,0,1,Python,631,1,0,1,0,7,0,0,0,,,,,,,,,,,
wietsedv/xpos,https://github.com/wietsedv/xpos,FALSE,2/17/2022 10:47,[],14,3,4,0,1,Jupyter Notebook,6657,0,0,1,0,5,0,0,0,,,,,,,,,,,
sabman/aicasts.com,https://github.com/sabman/aicasts.com,FALSE,11/5/2017 0:17,[],5,4,1,0,3,Jupyter Notebook,37817,90,0,3,0,1509,0,0,49,,,,,,,,,,,
sail-sg/Adan,https://github.com/sail-sg/Adan,FALSE,9/1/2022 10:34,"['adan', 'bert-model', 'convnext', 'deep-learning', 'fairseq', 'mae', 'optimizer', 'resnet', 'timm', 'vit', 'transformer-xl', 'artificial-intelligence']",371,6,26,0,3,Python,741,2,0,1,0,9,0,0,0,,,,,,,,,,,
Dylan-H-Wang/SLF-RPM,https://github.com/Dylan-H-Wang/SLF-RPM,FALSE,9/12/2021 7:30,"['self-supervised-learning', 'representation-learning', 'remote-physiological-measurement']",24,1,1,1,1,Python,842,1,0,1,1,4,0,0,0,,,,,,,,,,,
sayemimtiaz/kaggle-notebooks,https://github.com/sayemimtiaz/kaggle-notebooks,FALSE,9/17/2021 17:15,[],6,2,5,0,0,Jupyter Notebook,1005238,0,0,1,0,2,0,0,0,,,,,,,,,,,
Denis2054/Transformers-for-NLP-2nd-Edition,https://github.com/Denis2054/Transformers-for-NLP-2nd-Edition,FALSE,3/3/2022 16:18,[],128,6,62,0,2,Jupyter Notebook,52202,0,0,1,0,91,0,0,0,,,,,,,,,,,
jifanz/GALAXY,https://github.com/jifanz/GALAXY,FALSE,5/26/2022 15:38,[],5,1,0,0,1,Jupyter Notebook,7792,0,0,1,0,3,0,0,0,,,,,,,,,,,
tha-santacruz/BayesianUNet,https://github.com/tha-santacruz/BayesianUNet,FALSE,3/24/2022 10:24,[],6,1,1,1,2,Python,124080,0,0,1,1,257,0,0,0,,,,,,,,,,,
UKPLab/MMT-Retrieval,https://github.com/UKPLab/MMT-Retrieval,FALSE,3/17/2021 15:35,[],113,16,12,2,1,Python,157,1,0,1,2,10,0,0,0,,,,,,,,,,,
ami66/yolov5_v6.0_object_detection,https://github.com/ami66/yolov5_v6.0_object_detection,FALSE,2/26/2022 15:17,[],24,2,11,0,1,Python,2082,1,0,1,0,12,0,0,0,,,,,,,,,,,
prs-eth/ImpliCity,https://github.com/prs-eth/ImpliCity,FALSE,2/21/2022 10:40,[],52,7,6,0,3,Python,556,0,0,1,0,11,0,0,0,,,,,,,,,,,
Atharva-Phatak/torchflare,https://github.com/Atharva-Phatak/torchflare,FALSE,4/16/2021 14:55,"['deep-learning', 'pytorch', 'python', 'deep-neural-networks', 'image-classification', 'infrastructure', 'natural-language-processing', 'text-classification', 'image-processing', 'image-segmentation', 'kaggle', 'pytorch-model', 'gans', 'generative-adversarial-network', 'machine-learning', 'self-supervised-learning', 'image-classfication']",85,2,9,6,8,Python,18954,12,11,12,8,298,0,0,106,,,,,,,,,,,
abdulhaim/basis-irl,https://github.com/abdulhaim/basis-irl,FALSE,8/9/2022 23:30,[],9,1,1,0,1,Python,675,0,0,1,0,1,0,0,0,,,,,,,,,,,
jimmycode/gen-debiased-nli,https://github.com/jimmycode/gen-debiased-nli,FALSE,3/15/2022 15:48,[],17,2,2,0,2,Python,51,2,0,1,0,12,0,0,0,,,,,,,,,,,
Bobo-y/flexible-yolov5,https://github.com/Bobo-y/flexible-yolov5,FALSE,3/26/2021 11:09,"['yolov5', 'resnet', 'moblienet', 'backbone', 'neck', 'se', 'cbam', 'efficientnet', 'pytorch', 'shufflenet', 'hrnet', 'dcnv2', 'tensorrt', 'object-detection', 'swin-transformer', 'gcn', 'yolov3']",467,10,96,1,3,Python,13000,1,0,2,1,187,2,0,0,,,,,,,,,,,
