Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments,,,,,,,,,,,
Sea-Snell/Implicit-Language-Q-Learning,https://github.com/Sea-Snell/Implicit-Language-Q-Learning,FALSE,6/5/2022 20:56,"['implicit-q-learning', 'iql', 'language-model', 'nlp', 'offline-rl', 'python', 'pytorch', 'q-learning', 'reinforcement-learning']",58,5,5,0,1,Python,1175,1,0,1,0,14,0,0,0,,,,,,,,,,,
guxd/DialogBERT,https://github.com/guxd/DialogBERT,FALSE,3/15/2021 6:08,[],62,3,11,0,1,Python,9216,8,0,1,0,2,0,0,0,,,,,,,,,,,
kingyiusuen/image-to-latex,https://github.com/kingyiusuen/image-to-latex,FALSE,5/24/2021 17:34,"['pytorch', 'deep-learning', 'transformer', 'encoder-decoder', 'streamlit-webapp', 'latex', 'end-to-end-machine-learning', 'computer-vision']",1218,13,208,0,1,Python,712,16,2,2,0,57,0,0,0,,,,,,,,,,,
SharifElfouly/vehicle-speed-estimation,https://github.com/SharifElfouly/vehicle-speed-estimation,FALSE,10/31/2020 18:11,"['deep-learning', 'optical-flow', 'computer-vision']",81,1,28,0,1,Jupyter Notebook,105390,3,1,2,0,2,0,0,0,,,,,,,,,,,
jinPrelude/simple-es,https://github.com/jinPrelude/simple-es,FALSE,1/13/2021 14:22,"['evolutionary-algorithms', 'pytorch', 'genetic-algorithm', 'reinforcement-learning']",13,1,3,0,1,Python,175,1,0,3,0,92,0,0,0,,,,,,,,,,,
JunnYu/paddle_reformer,https://github.com/JunnYu/paddle_reformer,FALSE,8/4/2021 15:09,[],5,2,0,0,1,Python,67216,1,0,1,0,31,0,0,0,,,,,,,,,,,
afiaka87/latent-diffusion-deepspeed,https://github.com/afiaka87/latent-diffusion-deepspeed,FALSE,4/7/2022 16:05,[],34,3,1,1,1,Python,1455,1,0,1,1,43,0,0,0,,,,,,,,,,,
zjunlp/openue,https://github.com/zjunlp/OpenUE,FALSE,6/11/2020 6:09,"['triple-extraction', 'relation-extraction', 'named-entity-recognition', 'event-extraction', 'intent-classification', 'slot-filling', 'nlp-extraction-tasks', 'openue', 'nlp', 'pytorch', 'bert']",254,9,54,0,2,Python,82678,0,0,2,0,114,0,0,0,,,,,,,,,,,
devzhk/PINO,https://github.com/devzhk/PINO,FALSE,3/16/2021 10:45,[],84,3,33,0,1,Python,1147,3,0,6,0,115,0,0,4,,,,,,,,,,,
nicedaddy/Yolov5_DeepSort_Pytorch_lane_detection,https://github.com/nicedaddy/Yolov5_DeepSort_Pytorch_lane_detection,FALSE,2/1/2022 12:00,[],31,1,15,0,1,Python,50875,4,0,1,0,4,0,0,0,,,,,,,,,,,
ashwinipokle/contrastive_landscape,https://github.com/ashwinipokle/contrastive_landscape,FALSE,2/22/2022 20:34,[],5,1,0,0,1,Python,68,0,0,1,0,18,0,0,0,,,,,,,,,,,
LAION-AI/CLAP,https://github.com/LAION-AI/CLAP,FALSE,3/6/2022 20:12,[],98,12,4,0,4,Python,6239,2,0,3,0,206,5,0,0,,,,,,,,,,,
geekysethi/triplet-GAN,https://github.com/geekysethi/triplet-GAN,FALSE,6/10/2020 5:29,"['cnn', 'generative-adversarial-network', 'triplet-gan', 'triplet-loss', 'semi-supervised-learning']",5,2,1,0,1,Python,15665,0,0,1,0,4,0,0,0,,,,,,,,,,,
VITA-Group/SLaK,https://github.com/VITA-Group/SLaK,FALSE,5/25/2022 13:13,"['convnet', 'large-kernels', 'object-detection', 'pytorch', 'segmentation', '51x51', 'deep-learning', 'dynamic-sparsity']",154,3,13,0,1,HTML,27648,4,0,1,0,88,0,0,0,,,,,,,,,,,
eilab-gt/NovGrid,https://github.com/eilab-gt/NovGrid,FALSE,11/22/2021 22:41,[],17,3,1,0,4,Python,3127,0,0,4,0,50,0,0,0,,,,,,,,,,,
kimsan0622/anonymous_kowow,https://github.com/kimsan0622/anonymous_kowow,FALSE,5/17/2021 7:29,[],7,1,2,0,131,Python,57868,0,0,1,0,3696,0,0,0,,,,,,,,,,,
MadryLab/bias-transfer,https://github.com/MadryLab/bias-transfer,FALSE,7/5/2022 6:03,"['bias', 'deep-learning', 'pytorch', 'transfer-learning']",8,3,0,0,2,Python,2196,0,0,1,0,6,0,0,0,,,,,,,,,,,
Muzammal-Naseer/On-Improving-Adversarial-Transferability-of-Vision-Transformers,https://github.com/Muzammal-Naseer/On-Improving-Adversarial-Transferability-of-Vision-Transformers,FALSE,6/8/2021 5:29,[],45,4,9,1,2,Python,689,0,0,3,1,65,0,0,0,,,,,,,,,,,
zenml-io/zenml,https://github.com/zenml-io/zenml,FALSE,11/19/2020 9:25,"['mlops', 'machine-learning', 'data-science', 'production-ready', 'devops-tools', 'zenml', 'pipelines', 'metadata-tracking', 'deep-learning', 'pytorch', 'tensorflow', 'ml', 'ai', 'automl', 'hacktobe', 'hacktoberfest', 'workflow']",2469,37,223,43,48,Python,101488,28,13,73,69,5104,7,0,79,,,,,,,,,,,
youngerous/pytorch-nlp-wandb-hydra-template,https://github.com/youngerous/pytorch-nlp-wandb-hydra-template,FALSE,11/17/2021 14:13,"['nlp', 'template', 'pytorch', 'wandb', 'hydra']",9,1,3,0,1,Python,53,0,0,1,0,20,0,0,0,,,,,,,,,,,
changdaeoh/FarconVAE,https://github.com/changdaeoh/FarconVAE,FALSE,5/29/2022 5:03,"['disentanglement', 'contrastive-learning', 'deep-learning', 'fairness', 'machine-learning', 'variational-autoencoder', 'invariant-representation']",9,1,0,0,1,Python,7491,0,0,1,0,11,0,0,0,,,,,,,,,,,
bigscience-workshop/t-zero,https://github.com/bigscience-workshop/t-zero,FALSE,12/13/2021 18:39,[],218,23,38,0,6,Python,162,7,2,11,0,32,0,0,0,,,,,,,,,,,
ligang-cs/PseCo,https://github.com/ligang-cs/PseCo,FALSE,7/17/2022 12:22,"['eccv2022', 'object-detection', 'semi-supervised-learning', 'semi-supervised-object-detection']",74,4,11,0,1,Python,8529,9,0,1,0,6,0,0,0,,,,,,,,,,,
pairlab/leibnizgym,https://github.com/pairlab/leibnizgym,FALSE,7/9/2021 19:53,"['robotics', 'rl']",35,5,8,0,2,Python,8156,2,0,1,0,8,0,0,0,,,,,,,,,,,
sohyun-l/fifo,https://github.com/sohyun-l/fifo,FALSE,4/19/2022 19:31,"['computer-vision', 'cvpr', 'cvpr2022', 'fog', 'robustness', 'semantic-segmentation', 'weather']",63,2,17,0,1,Python,216,0,0,1,0,8,0,0,0,,,,,,,,,,,
AllanYangZhou/generative-invariance-transfer,https://github.com/AllanYangZhou/generative-invariance-transfer,FALSE,2/27/2022 2:00,[],19,2,1,0,1,Python,52,1,0,1,0,2,0,0,0,,,,,,,,,,,
awf/functional-transformer,https://github.com/awf/functional-transformer,FALSE,5/24/2022 13:06,[],153,2,5,0,2,Python,78,2,0,2,0,44,0,0,0,,,,,,,,,,,
RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,FALSE,11/8/2020 7:35,"['text-generation', 'natural-language-processing', 'deep-learning', 'pretrained-models', 'python', 'pytorch', 'seq2seq']",410,10,73,2,17,Python,15157,3,0,2,2,1167,0,0,0,,,,,,,,,,,
songlab-cal/tape,https://github.com/songlab-cal/tape,FALSE,12/9/2019 6:02,"['deep-learning', 'protein-sequences', 'protein-structure', 'semi-supervised-learning', 'benchmark', 'language-modeling', 'dataset', 'pytorch']",492,21,127,2,4,Python,860,22,3,6,2,344,1,0,0,,,,,,,,,,,
sofiabroome/painface-recognition,https://github.com/sofiabroome/painface-recognition,FALSE,11/21/2017 11:39,"['action-recognition', 'affective-computing', 'equine-pain']",22,5,6,0,1,Jupyter Notebook,289873,0,0,2,0,1342,6,0,0,,,,,,,,,,,
Alibaba-MIIL/Solving_ImageNet,https://github.com/Alibaba-MIIL/Solving_ImageNet,FALSE,4/3/2022 13:57,[],179,5,20,0,2,Python,1557,1,0,1,0,22,0,0,0,,,,,,,,,,,
wandb/SageMakerStudio,https://github.com/wandb/SageMakerStudio,FALSE,5/24/2022 14:35,[],6,8,1,0,2,Jupyter Notebook,6439,1,1,2,0,33,0,0,0,,,,,,,,,,,
NetoPedro/FocusFace,https://github.com/NetoPedro/FocusFace,FALSE,1/24/2022 23:02,[],21,2,3,0,1,Python,58,1,0,1,0,14,0,0,0,,,,,,,,,,,
Howuhh/average_reward_ppo,https://github.com/Howuhh/average_reward_ppo,FALSE,6/7/2022 19:58,[],6,1,0,0,1,Python,20,0,0,2,0,9,0,0,0,,,,,,,,,,,
open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,FALSE,8/22/2018 7:06,"['object-detection', 'instance-segmentation', 'rpn', 'fast-rcnn', 'faster-rcnn', 'mask-rcnn', 'cascade-rcnn', 'ssd', 'retinanet', 'pytorch']",21834,363,7955,40,355,Python,42039,634,106,10,45,2147,15,0,0,,,,,,,,,,,
yuanjie-ai/MeUtils,https://github.com/yuanjie-ai/MeUtils,FALSE,5/5/2022 5:32,[],0,1,0,0,0,Python,24111,0,0,1,0,2,0,0,0,,,,,,,,,,,
ekazakos/MTCN,https://github.com/ekazakos/MTCN,FALSE,10/21/2021 6:44,"['action-recognition', 'transfomers', 'multimodal', 'temporal-context']",11,3,3,0,1,Python,35,0,0,1,0,4,0,0,0,,,,,,,,,,,
nousr/dream-bench,https://github.com/nousr/dream-bench,FALSE,7/22/2022 5:07,[],11,2,0,0,1,Python,1432,0,0,1,0,90,0,0,0,,,,,,,,,,,
xinyangz/OAMine,https://github.com/xinyangz/OAMine,FALSE,4/29/2022 4:53,[],9,2,1,0,1,Python,4408,2,0,1,0,7,0,0,0,,,,,,,,,,,
jiayu-ch15/Variational-Automatic-Curriculum-Learning,https://github.com/jiayu-ch15/Variational-Automatic-Curriculum-Learning,FALSE,9/24/2020 8:15,[],16,2,3,0,1,Python,108240,0,0,8,0,57,0,0,0,,,,,,,,,,,
kmeng01/memit,https://github.com/kmeng01/memit,FALSE,10/13/2022 6:12,"['gpt', 'transformer', 'editing', 'pytorch']",14,3,0,0,2,Python,139,0,0,1,0,3,0,0,0,,,,,,,,,,,
thuanz123/enhancing-transformers,https://github.com/thuanz123/enhancing-transformers,FALSE,4/23/2022 1:08,"['pytorch', 'rq-vae', 'vit-vqgan']",101,8,8,0,2,Python,1990,0,0,1,0,154,0,0,0,,,,,,,,,,,
rowanz/merlot_reserve,https://github.com/rowanz/merlot_reserve,FALSE,12/29/2021 22:19,[],85,4,23,0,1,Python,4778,5,0,1,0,12,0,0,0,,,,,,,,,,,
wilson1yan/povt,https://github.com/wilson1yan/povt,FALSE,6/7/2022 2:45,[],6,1,0,0,1,Python,51,0,0,1,0,3,0,0,0,,,,,,,,,,,
isaacsquires/SingGAN,https://github.com/isaacsquires/SingGAN,FALSE,1/12/2022 16:41,[],5,2,0,0,2,Python,125,0,0,1,0,38,0,0,0,,,,,,,,,,,
AIS-Bonn/Local_Freq_Transformer_Net,https://github.com/AIS-Bonn/Local_Freq_Transformer_Net,FALSE,2/3/2021 22:03,[],14,7,2,0,1,Jupyter Notebook,3225,0,0,1,0,14,0,0,0,,,,,,,,,,,
isno0907/localbasis,https://github.com/isno0907/localbasis,FALSE,6/1/2021 14:28,[],6,1,2,0,2,Jupyter Notebook,99968,0,0,1,0,23,0,0,0,,,,,,,,,,,
ikostrikov/walk_in_the_park,https://github.com/ikostrikov/walk_in_the_park,FALSE,8/16/2022 20:01,[],152,8,20,0,3,Python,10397,5,0,2,0,12,0,0,0,,,,,,,,,,,
pierpaolo28/Data-Visualization,https://github.com/pierpaolo28/Data-Visualization,FALSE,6/11/2019 17:46,"['data-science', 'data-visualization', 'data-analysis', 'machine-learning', 'python']",129,6,110,0,1,Jupyter Notebook,364223,4,4,5,0,73,0,0,0,,,,,,,,,,,
ColinQiyangLi/AdaCat,https://github.com/ColinQiyangLi/AdaCat,FALSE,6/8/2022 20:27,[],45,3,5,0,2,Python,10692,0,0,1,0,24,0,0,0,,,,,,,,,,,
qsh-zh/pis,https://github.com/qsh-zh/pis,FALSE,2/2/2022 16:31,"['iclr2022', 'sampling']",19,2,2,0,1,Python,415,0,0,1,0,5,0,0,0,,,,,,,,,,,
jiyounglee-0523/FourierDecoder,https://github.com/jiyounglee-0523/FourierDecoder,FALSE,12/8/2021 1:36,[],8,1,1,0,1,Python,32562,0,0,1,0,46,0,0,0,,,,,,,,,,,
gd-zhang/NNG-Pytorch,https://github.com/gd-zhang/NNG-Pytorch,FALSE,1/18/2022 23:04,[],6,2,0,0,1,Python,349,0,0,1,0,10,0,0,0,,,,,,,,,,,
sanchit-gandhi/seq2seq-speech,https://github.com/sanchit-gandhi/seq2seq-speech,FALSE,4/5/2022 16:37,[],18,1,4,0,2,Jupyter Notebook,684,2,1,6,0,272,0,0,0,,,,,,,,,,,
Jamesyang2333/SAM,https://github.com/Jamesyang2333/SAM,FALSE,9/15/2021 17:31,[],10,2,3,0,2,Python,24750,2,1,1,0,105,0,0,0,,,,,,,,,,,
kongds/MIST,https://github.com/kongds/MIST,FALSE,9/6/2021 10:34,[],6,1,1,0,1,Python,90,0,0,1,0,9,0,0,0,,,,,,,,,,,
hse-ds/iad-deep-learning,https://github.com/hse-ds/iad-deep-learning,FALSE,9/12/2019 8:32,[],91,9,83,0,15,Jupyter Notebook,233106,1,0,2,0,177,0,0,0,,,,,,,,,,,
swz30/Restormer,https://github.com/swz30/Restormer,FALSE,10/19/2021 6:09,"['image-restoration', 'image-deraining', 'image-deblurring', 'defocus-deblurring', 'motion-deblurring', 'transformer', 'pytorch', 'low-level-vision', 'cvpr2022', 'high-resolution', 'efficient-transformers']",837,15,125,1,2,Python,1586,16,1,1,1,41,0,0,0,,,,,,,,,,,
aiha-lab/Optimization-method-for-human-detection-on-street-view-CCTV-images,https://github.com/aiha-lab/Optimization-method-for-human-detection-on-street-view-CCTV-images,FALSE,12/13/2020 8:51,[],6,0,0,0,1,Jupyter Notebook,9715,0,0,1,0,37,0,0,0,,,,,,,,,,,
sileod/language-model-recommendation,https://github.com/sileod/language-model-recommendation,FALSE,5/30/2022 8:04,"['zero-shot', 'gpt2', 'language', 'language-modeling', 'movielens', 'recommendation', 'big-bench', 'recommender-system', 'benchmark', 'dataset', 'movie-recommendation-system', 'movie-recommendation']",5,1,1,0,1,Jupyter Notebook,13,0,0,1,0,6,0,0,0,,,,,,,,,,,
cvignac/Top-N,https://github.com/cvignac/Top-N,FALSE,10/5/2021 14:20,[],6,4,0,0,1,Python,43,0,0,1,0,7,0,0,0,,,,,,,,,,,
project-anuvaad/anuvaad,https://github.com/project-anuvaad/anuvaad,FALSE,5/20/2020 11:34,[],24,11,24,0,30,Jupyter Notebook,1065912,41,38,59,0,6159,6,0,0,,,,,,,,,,,
vwxyzjn/action-guidance,https://github.com/vwxyzjn/action-guidance,FALSE,9/13/2020 18:08,[],6,2,0,0,1,Python,1539,0,0,1,0,9,0,0,0,,,,,,,,,,,
jeffacce/play-to-policy,https://github.com/jeffacce/play-to-policy,FALSE,10/19/2022 15:26,[],14,2,1,0,1,Python,247,0,0,1,0,8,0,0,0,,,,,,,,,,,
RerRayne/smooth_adversarial,https://github.com/RerRayne/smooth_adversarial,FALSE,11/25/2020 9:54,[],5,6,0,0,1,Python,32,0,0,2,0,12,0,0,0,,,,,,,,,,,
huangwl18/geometry-dex,https://github.com/huangwl18/geometry-dex,FALSE,11/3/2021 22:48,"['reinforcement-learning', 'deep-learning', 'dexterous-robotic-hand', 'dexterous', 'artificial-intelligence', 'point-cloud']",38,4,5,0,1,Python,87612,1,0,2,0,4,0,0,7,,,,,,,,,,,
atomicoo/Tacotron2-PyTorch,https://github.com/atomicoo/Tacotron2-PyTorch,FALSE,5/15/2021 2:36, 'pytorch', 'mandarin', 'english', 'tts', 'text-to-speech']",8,0,2,0,1,Python,342,1,0,1,0,3,0,0,0,,,,,,,
GallagherCommaJack/vqvae,https://github.com/GallagherCommaJack/vqvae,FALSE,12/18/2021 21:19,[],6,1,1,0,0,Jupyter Notebook,10841,0,0,2,0,17,0,0,0,,,,,,,,,,,
adamgallas/fpga_accelerator_yolov3tiny,https://github.com/adamgallas/fpga_accelerator_yolov3tiny,FALSE,6/18/2022 8:39,[],11,1,2,0,1,VHDL,513448,1,0,1,0,4,0,0,0,,,,,,,,,,,
zhihao-chen/NLP-experiments,https://github.com/zhihao-chen/NLP-experiments,FALSE,11/10/2021 3:44,13,1,2,0,1,Python,11596,0,0,1,0,49,0,0,0,,,,,,,,,,,,
nsi319/Finetune-Transformers,https://github.com/nsi319/Finetune-Transformers,FALSE,1/24/2021 7:45,"['nlp', 'huggingface', 'transformers', 'abstractive-summarization', 'sequence-models', 'transfer-learning', 'pegasus', 't5-model', 'bart', 'colab']",19,2,9,0,1,Python,2658,0,0,1,0,15,0,0,0,,,,,,,,,,,
1844520476/Undergraduate-Graduation-Project,https://github.com/1844520476/Undergraduate-Graduation-Project,FALSE,6/6/2022 5:31,[],7,1,1,0,1,Python,502716,1,0,1,0,14,0,0,0,,,,,,,,,,,
hatsu3/Sanger,https://github.com/hatsu3/Sanger,FALSE,7/31/2021 8:28,[],5,1,5,0,1,Python,95,1,0,1,0,2,0,0,0,,,,,,,,,,,
AutoAILab/DynamicDepth,https://github.com/AutoAILab/DynamicDepth,FALSE,7/18/2022 16:23,[],57,2,1,0,1,Python,1678,4,0,1,0,16,0,0,0,,,,,,,,,,,
ethz-asl/Learn-to-Calibrate,https://github.com/ethz-asl/Learn-to-Calibrate,FALSE,3/11/2020 13:10,"['robotics', 'reinforcement-learning', 'calibration', 'motion-planning']",25,5,9,0,2,C++,153083,0,0,3,0,73,0,0,0,,,,,,,,,,,
sisl/LOPR,https://github.com/sisl/LOPR,FALSE,9/15/2022 18:03,[],13,8,0,0,1,Python,8315,0,0,1,0,10,0,0,0,,,,,,,,,,,
vmasrani/tvo_playground,https://github.com/vmasrani/tvo_playground,FALSE,7/2/2020 18:53,[],7,4,2,0,1,Python,188,0,0,1,0,29,0,0,0,,,,,,,,,,,
theSoenke/lipreading,https://github.com/theSoenke/lipreading,FALSE,5/30/2019 12:05,"['lipreading', 'ensemble', 'pytorch']",6,2,4,2,2,Python,35114,2,0,10,2,268,0,0,0,,,,,,,,,,,
charan223/FairDeepLearning,https://github.com/charan223/FairDeepLearning,FALSE,6/8/2021 11:07,[],26,5,10,0,1,Python,3575,2,1,1,0,32,0,0,0,,,,,,,,,,,
zijian-hu/SimPLE,https://github.com/zijian-hu/SimPLE,FALSE,3/8/2021 6:02,"['machine-learning', 'semi-supervised-learning', 'computer-vision', 'transfer-learning', 'pytorch']",48,4,2,1,2,Python,593,1,0,1,1,10,0,0,0,,,,,,,,,,,
haosulab/ManiSkill2-Learn,https://github.com/haosulab/ManiSkill2-Learn,FALSE,8/1/2022 20:38,[],15,5,3,0,2,Python,331,0,0,3,0,37,0,0,0,,,,,,,,,,,
ameyagodbole/Prob-CBR,https://github.com/ameyagodbole/Prob-CBR,FALSE,10/5/2020 3:05,[],22,4,5,0,4,Python,893,0,0,1,0,20,0,0,0,,,,,,,,,,,
hongsusoo/NPHD2021_gi_cell,https://github.com/hongsusoo/NPHD2021_gi_cell,FALSE,11/21/2021 7:58,[],7,1,2,0,4,Jupyter Notebook,56,0,0,1,0,15,0,0,0,,,,,,,,,,,
hyperion-ml/hyperion,https://github.com/hyperion-ml/hyperion,FALSE,3/12/2019 18:40,"['speaker-recognition', 'adversarial-attacks', 'x-vectors', 'nist-sre', 'cifar', 'mnist', 'voxceleb', 'pytorch', 'plda', 'calibration', 'vq-vae', 'vae', 'sre19-cts', 'resnet', 'efficientnet', 'transformer', 'conformer', 'sre19-av', 'sre21', 'sre20-cts']",36,15,11,17,3,Python,156105,4,3,26,19,774,0,0,0,,,,,,,,,,,
deep-spin/infinite-former,https://github.com/deep-spin/infinite-former,FALSE,3/1/2022 10:49,[],17,4,0,0,1,Python,6692,7,7,9,0,5,0,0,0,,,,,,,,,,,
saattrupdan/scholarly,https://github.com/saattrupdan/scholarly,FALSE,4/25/2019 8:32,"['arxiv', 'classification', 'neural-network', 'arxiv-api', 'multilabel', 'scientific-papers']",14,1,3,0,2,Python,9820,4,3,4,0,399,0,0,0,,,,,,,,,,,
bminixhofer/gerpt2,https://github.com/bminixhofer/gerpt2,FALSE,11/10/2020 17:03,"['gpt2', 'german', 'common-crawl', 'machine-learning', 'language-model', 'nlp']",17,1,0,1,1,Python,62,0,0,1,1,30,0,0,0,,,,,,,,,,,
DM2-ND/TransTQA,https://github.com/DM2-ND/TransTQA,FALSE,9/28/2020 2:40,"['technical', 'question-answering', 'transfer-learning', 'retrieval-systems']",12,6,4,0,1,Python,3220,1,0,1,0,8,0,0,0,,,,,,,,,,,
kdhht2334/AVCE_FER,https://github.com/kdhht2334/AVCE_FER,FALSE,7/4/2022 0:20,"['facial-expression-recognition', 'human-computer-interaction', 'valence-arousal']",8,2,0,0,1,Python,101494,0,0,1,0,17,0,0,0,,,,,,,,,,,
CharlesPikachu/YSLAO,https://github.com/CharlesPikachu/YSLAO,FALSE,7/8/2022 10:37,[],63,6,2,0,1,Python,2354,6,0,1,0,6,0,0,0,,,,,,,,,,,
HuKai97/yolov5-5.x-annotations,https://github.com/HuKai97/yolov5-5.x-annotations,FALSE,8/28/2021 16:12,[],377,4,97,0,1,Python,2121,0,0,1,0,23,0,0,0,,,,,,,,,,,
Rolv-Arild/rocket-learn,https://github.com/Rolv-Arild/rocket-learn,FALSE,6/24/2021 12:25,[],15,6,11,0,8,Python,4674,9,9,12,0,350,0,0,0,,,,,,,,,,,
brjathu/SKD,https://github.com/brjathu/SKD,FALSE,6/3/2020 4:56,[],79,5,11,0,2,Python,2393,4,2,3,0,16,0,0,0,,,,,,,,,,,
peterbhase/ExplanationSearch,https://github.com/peterbhase/ExplanationSearch,FALSE,5/30/2021 18:22,[],12,1,1,0,1,Jupyter Notebook,64437,1,1,1,0,6,0,0,0,,,,,,,,,,,
chenghuige/U.S.-Patent-Phrase-to-Phrase-Matching,https://github.com/chenghuige/U.S.-Patent-Phrase-to-Phrase-Matching,FALSE,6/29/2022 1:50,[],28,1,3,0,1,C++,26737,2,1,1,0,4,0,0,0,,,,,,,,,,,
my-yy/s2v_rc,https://github.com/my-yy/s2v_rc,FALSE,9/12/2022 2:30,[],8,2,1,0,1,Python,79,0,0,1,0,12,0,0,0,,,,,,,,,,,
okojoalg/sequencer,https://github.com/okojoalg/sequencer,FALSE,4/24/2022 16:24,[],100,2,17,1,1,Python,341,0,0,2,1,22,0,0,0,,,,,,,,,,,
ocropus/ocropus4,https://github.com/ocropus/ocropus4,FALSE,10/9/2020 21:39,[],16,5,10,0,2,Jupyter Notebook,67756,9,6,4,0,570,0,0,0,,,,,,,,,,,
yu4u/age-gender-estimation,https://github.com/yu4u/age-gender-estimation,FALSE,4/9/2017 16:53,"['deep-learning', 'convolutional-neural-networks', 'imdb', 'gender-estimation', 'age-estimation']",1362,41,506,2,6,Jupyter Notebook,3368,83,2,6,2,169,0,0,0,,,,,,,,,,,
notmahi/bet,https://github.com/notmahi/bet,FALSE,6/20/2022 3:10,[],33,4,3,0,1,Python,12222,0,0,1,0,4,0,0,19,,,,,,,,,,,
alexandonian/contrastive-feature-loss,https://github.com/alexandonian/contrastive-feature-loss,FALSE,10/19/2021 3:52,[],44,13,1,0,1,Python,3079,3,0,1,0,4,0,0,0,,,,,,,,,,,
ayulockin/debugNNwithWandB,https://github.com/ayulockin/debugNNwithWandB,FALSE,1/18/2020 7:16,"['deeplearning', 'machinelearning', 'pytorch']",13,3,2,0,1,Jupyter Notebook,95,1,0,1,0,17,0,0,0,,,,,,,,,,,
G-Taxonomy-Workgroup/GTaxoGym,https://github.com/G-Taxonomy-Workgroup/GTaxoGym,FALSE,6/15/2022 15:59,"['graph-benchmark', 'graph-neural-networks', 'graph-representation-learning', 'taxonomy', 'taxonomy-construction']",7,2,0,0,2,Python,5221,0,0,1,0,11,0,0,0,,,,,,,,,,,
mchong6/SOAT,https://github.com/mchong6/SOAT,FALSE,10/28/2021 7:00,[],355,10,52,0,2,Jupyter Notebook,86319,6,0,1,0,35,0,0,0,,,,,,,,,,,
zhuoxiangpang/ism_person_openpose,https://github.com/zhuoxiangpang/ism_person_openpose,FALSE,1/20/2021 3:38,90,2,18,0,1,Python,315977,10,0,1,0,8,0,0,0,,,,,,,,,,,,
TRI-ML/dd3d,https://github.com/TRI-ML/dd3d,FALSE,7/27/2021 23:39,"['deep-learning', 'pytorch', 'computer-vision']",345,23,59,0,2,Python,4017,28,1,2,0,7,0,0,0,,,,,,,,,,,
boostcampaitech2/image-classification-level1-08,https://github.com/boostcampaitech2/image-classification-level1-08,FALSE,8/18/2021 4:02,[],6,3,3,0,6,Python,72131,28,0,9,0,99,0,0,0,,,,,,,,,,,
ucbrise/graphtrans,https://github.com/ucbrise/graphtrans,FALSE,10/19/2021 6:10,"['deep-learning', 'transformer', 'graph-neural-networks', 'pytorch']",62,5,12,0,2,Python,43,3,0,1,0,3,0,0,0,,,,,,,,,,,
shiming-chen/TransZero,https://github.com/shiming-chen/TransZero,FALSE,12/2/2021 9:00,"['cross-dataset-bias', 'transformer', 'zero-shot-learning', 'pytorch', 'attribute-localization', 'feature-improvement']",48,3,6,0,2,Python,16534,3,0,2,0,5,0,0,0,,,,,,,,,,,
dmMaze/comic-text-detector,https://github.com/dmMaze/comic-text-detector,FALSE,1/12/2022 9:07,"['scene-text-detection', 'weak-supervision', 'weakly-supervised-segmentation', 'ocr', 'computer-vision', 'manga-translation', 'anime', 'comics', 'deep-learning', 'object-detection']",32,4,5,0,1,Python,10317,1,0,2,0,37,0,0,0,,,,,,,,,,,
mandubian/codenets,https://github.com/mandubian/codenets,FALSE,2/5/2020 22:18,"['deep-learning', 'nlp', 'programming-language', 'huggingface', 'transformer', 'bert', 'tokenizer', 'ai']",18,6,1,0,1,Python,3459,4,4,6,0,33,0,0,0,,,,,,,,,,,
jankrepl/mildlyoverfitted,https://github.com/jankrepl/mildlyoverfitted,FALSE,1/26/2021 10:01,"['pytorch', 'tutorial', 'deep-learning', 'youtube']",216,9,93,0,3,Python,785,5,0,1,0,37,0,0,0,,,,,,,,,,,
LightSecAgg/MLSys2022_anonymous,https://github.com/LightSecAgg/MLSys2022_anonymous,FALSE,10/25/2021 7:58,[],8,1,6,0,1,Python,88439,0,0,1,0,1,0,0,0,,,,,,,,,,,
swagatk/RL-Projects-SK,https://github.com/swagatk/RL-Projects-SK,FALSE,12/12/2019 11:11,[],10,3,7,0,1,Jupyter Notebook,54233,2,0,3,0,187,0,0,0,,,,,,,,,,,
vwxyzjn/invalid-action-masking,https://github.com/vwxyzjn/invalid-action-masking,FALSE,6/18/2020 0:59,[],61,1,10,0,1,Python,2294,7,5,6,0,14,0,0,0,,,,,,,,,,,
p-lambda/in-n-out,https://github.com/p-lambda/in-n-out,FALSE,10/8/2020 23:00,"['out-of-distribution', 'robustness', 'pre-training', 'self-training']",11,13,0,0,3,Python,857,1,0,1,0,63,0,0,0,,,,,,,,,,,
marload/DistRL-TensorFlow2,https://github.com/marload/DistRL-TensorFlow2,FALSE,3/27/2020 14:39,"['machine-learning', 'deep-learning', 'tensorflow', 'tensorflow2', 'c51', 'qr-dqn', 'dqn', 'rainbow-dqn', 'distributional-rl']",51,5,6,0,1,Python,482,2,1,1,0,35,0,0,0,,,,,,,,,,,
ZJU-lishuang/yolov5-v6,https://github.com/ZJU-lishuang/yolov5-v6,FALSE,11/17/2021 2:01,[],11,1,8,0,1,Python,886,3,0,1,0,35,0,0,0,,,,,,,,,,,
