Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments,
aws-samples/amazon-sagemaker-custom-recommender-system,https://github.com/aws-samples/amazon-sagemaker-custom-recommender-system,FALSE,7/16/2020 17:43,[],19,9,18,0,2,Jupyter Notebook,18,2,1,1,0,6,0,0,0,
ippontech/blog-usa,https://github.com/ippontech/blog-usa,FALSE,2/13/2018 21:35,[],9,17,73,0,62,,307416,17,10,7,0,559,2,0,0,
jacopotagliabue/post-modern-stack,https://github.com/jacopotagliabue/post-modern-stack,FALSE,4/13/2022 20:44,"['dbt', 'metaflow', 'mlops', 'recommender-system', 'sagemaker']",120,2,14,0,2,Python,1213,0,0,1,0,19,0,0,0,
jpbarto/ml_lifecycle_lab,https://github.com/jpbarto/ml_lifecycle_lab,FALSE,12/1/2018 0:26,[],5,2,2,0,1,Jupyter Notebook,1620,0,0,3,0,35,0,0,0,
aws-neuron/aws-neuron-sdk,https://github.com/aws-neuron/aws-neuron-sdk,FALSE,11/6/2019 2:12,[],250,41,95,38,46,Python,24696,80,4,8,38,744,0,0,0,
shashankprasanna/ai-accelerators-examples,https://github.com/shashankprasanna/ai-accelerators-examples,FALSE,10/13/2020 3:28,[],20,2,11,0,1,Jupyter Notebook,214,1,0,1,0,19,0,0,0,
aws-samples/aws-sagemaker-text-based-product-search,https://github.com/aws-samples/aws-sagemaker-text-based-product-search,FALSE,5/13/2020 21:00,[],10,4,5,0,2,Jupyter Notebook,3768,0,0,1,0,2,0,0,0,
jmcabreira/Data-Science-Projects,https://github.com/jmcabreira/Data-Science-Projects,FALSE,1/24/2020 13:54,[],34,2,21,0,1,HTML,154742,4,4,5,0,241,0,0,0,
aws-samples/amazon-comprehend-immersion-day,https://github.com/aws-samples/amazon-comprehend-immersion-day,FALSE,7/1/2021 19:36,[],7,2,13,0,7,Jupyter Notebook,8721,2,0,1,0,27,0,0,0,
giuseppeporcelli/smlambdaworkshop,https://github.com/giuseppeporcelli/smlambdaworkshop,FALSE,10/9/2018 14:31,[],18,8,7,0,2,Python,58818,3,1,1,0,53,0,0,0,
sambacha/compendium,https://github.com/sambacha/compendium,FALSE,5/14/2019 1:07,"['cryptocurrency', 'cryptocoins', 'ethereum', 'bitcoin', 'tokens', 'erc20', 'erc721', 'isda', 'legal-documents', 'regulatory', 'derivatives', 'derivatives-pricing', 'futures', 'commodities', 'markets', 'trading', 'stock-market', 'finance', 'trade', 'supplychain']",133,7,29,1,2,Jupyter Notebook,439087,2,2,3,1,46,0,0,0,
aws-samples/amazon-rekognition-code-samples,https://github.com/aws-samples/amazon-rekognition-code-samples,FALSE,3/5/2021 16:19,"['amazon-rekognition', 'sample-code', 'jupiter-notebook']",17,9,22,0,10,Jupyter Notebook,119234,0,0,1,0,49,0,0,0,
beginners-machine-learning-london/intro_to_unsupervised_ml_with_AWS_Sagemaker,https://github.com/beginners-machine-learning-london/intro_to_unsupervised_ml_with_AWS_Sagemaker,FALSE,8/5/2019 11:35,[],6,1,4,0,1,HTML,6114,0,0,1,0,22,0,0,0,
awslabs/python-deequ,https://github.com/awslabs/python-deequ,FALSE,11/9/2020 21:28,[],421,12,93,2,6,Python,3267,67,9,2,2,43,0,0,0,
learn-mikegchambers-com/lets-build-something-live,https://github.com/learn-mikegchambers-com/lets-build-something-live,FALSE,9/3/2021 23:43,[],12,1,14,0,1,Jupyter Notebook,4599,0,0,1,0,18,0,0,0,
aws-samples/amazon-lookout-for-metrics-samples,https://github.com/aws-samples/amazon-lookout-for-metrics-samples,FALSE,11/24/2020 14:05,[],52,5,17,0,11,Jupyter Notebook,36789,6,6,9,0,246,0,0,0,
DanyalAndriano/nlp_project,https://github.com/DanyalAndriano/nlp_project,FALSE,1/28/2020 14:34,[],7,2,1,0,1,Jupyter Notebook,16037,0,0,1,0,39,0,0,0,
oap-project/oap-tools,https://github.com/oap-project/oap-tools,FALSE,12/28/2020 6:01,[],13,4,11,7,5,Jupyter Notebook,6918,8,0,7,9,558,0,0,0,
zhanghang1989/AutoGluon-Docker,https://github.com/zhanghang1989/AutoGluon-Docker,FALSE,11/23/2019 22:05,[],12,8,4,0,2,Jupyter Notebook,43,1,0,1,0,13,0,0,0,
aws-samples/aws-deeplens-reinvent-2019-workshops,https://github.com/aws-samples/aws-deeplens-reinvent-2019-workshops,FALSE,11/11/2019 20:41,[],21,9,18,0,4,Jupyter Notebook,13459,0,0,1,0,53,0,0,0,
elangovana/PPI-typed-relation-extractor,https://github.com/elangovana/PPI-typed-relation-extractor,FALSE,5/13/2018 10:05,[],13,1,4,4,1,Jupyter Notebook,21710,3,3,5,45,1146,0,0,0,
seigenbrode/ml-sagemaker-workshop,https://github.com/seigenbrode/ml-sagemaker-workshop,FALSE,1/18/2021 2:01,[],6,1,7,0,2,HTML,8159,0,0,1,0,16,0,0,0,
brightsparc/aiml-lab,https://github.com/brightsparc/aiml-lab,FALSE,8/26/2018 6:41,[],6,1,10,0,2,Jupyter Notebook,14390,0,0,3,0,44,0,0,0,
aws-samples/reinvent2021-aim408-high-performance-cost-effective-model-deployment-amazon-sagemaker,https://github.com/aws-samples/reinvent2021-aim408-high-performance-cost-effective-model-deployment-amazon-sagemaker,FALSE,11/23/2021 1:20,"['sagemaker', 'sagemaker-deployment', 'load-testing', 'amazon-web-services', 'machine-learning', 'amazon-sagemaker', 'cloudwatch', 'amazon-cloudwatch']",6,20,3,0,2,Jupyter Notebook,2351,1,1,2,0,16,0,0,0,
OElesin/autogluon-image-classification,https://github.com/OElesin/autogluon-image-classification,FALSE,3/7/2020 10:58,"['sagemaker', 'automl', 'autogluon', 'deep-learning', 'image-classfication']",5,2,1,0,2,Jupyter Notebook,119,0,0,1,0,30,0,0,0,
awslabs/amazon-sagemaker-mlops-workshop,https://github.com/awslabs/amazon-sagemaker-mlops-workshop,FALSE,2/28/2019 20:35,[],300,14,138,2,8,Jupyter Notebook,1793,0,0,1,2,75,0,0,0,
danielnbarbosa/fastai_sagemaker_deploy,https://github.com/danielnbarbosa/fastai_sagemaker_deploy,FALSE,1/18/2021 23:08,[],5,1,0,0,1,Jupyter Notebook,5,0,0,1,0,3,0,0,0,
aws-samples/sound-anomaly-detection-for-manufacturing,https://github.com/aws-samples/sound-anomaly-detection-for-manufacturing,FALSE,10/30/2020 6:36,"['anomaly-detection', 'sagemaker', 'rekognition-custom-labels']",34,25,19,0,2,Jupyter Notebook,975,0,0,1,0,10,0,0,0,
aws-samples/aws-ai-ml-workshop-kr,https://github.com/aws-samples/aws-ai-ml-workshop-kr,FALSE,9/10/2018 22:38,"['aws', 'sagemaker', 'ai', 'ml', 'workshop', 'hands-on', 'algorithms', 'deep-learning', 'machine-learning']",74,12,62,0,14,Jupyter Notebook,240039,3,1,8,0,300,0,0,0,
PacktPublishing/The-Machine-Learning-Solutions-Architect-Handbook,https://github.com/PacktPublishing/The-Machine-Learning-Solutions-Architect-Handbook,FALSE,8/30/2021 8:34,[],38,4,21,0,5,Jupyter Notebook,930,1,0,1,0,31,0,0,0,
aws-samples/amazon-sagemaker-edge-defect-detection-computer-vision,https://github.com/aws-samples/amazon-sagemaker-edge-defect-detection-computer-vision,FALSE,6/30/2021 22:26,"['ml', 'sagemaker', 'ai', 'aws', 'machine-learning', 'computer-vision', 'edge-machine-learning']",30,4,14,0,4,Python,2751,1,0,2,0,35,0,0,0,
raminetinati/aws-demo-textract-receipts,https://github.com/raminetinati/aws-demo-textract-receipts,FALSE,3/16/2020 3:30,[],21,1,9,0,1,Jupyter Notebook,99449,0,0,1,0,33,0,0,0,
jihys/startup-sagemaker-workshop,https://github.com/jihys/startup-sagemaker-workshop,FALSE,9/5/2020 13:59,[],7,2,1,0,0,Jupyter Notebook,6249,0,0,1,0,10,0,0,0,
aws-samples/sagemaker-custom-project-templates,https://github.com/aws-samples/sagemaker-custom-project-templates,FALSE,8/17/2021 23:21,[],101,6,62,0,17,Python,18439,15,7,2,0,126,0,0,0,
johanneslanger/aws-ai-ml-workshop,https://github.com/johanneslanger/aws-ai-ml-workshop,FALSE,8/15/2019 12:44,[],6,3,8,0,3,Jupyter Notebook,20540,0,0,1,0,30,0,0,0,
aws-samples/amazon-sagemaker-anomaly-detection-with-rcf-and-deepar,https://github.com/aws-samples/amazon-sagemaker-anomaly-detection-with-rcf-and-deepar,FALSE,1/30/2021 0:57,[],10,5,6,0,2,Jupyter Notebook,8032,1,0,1,0,2,0,0,0,
awsdocs/aws-deeplens-user-guide,https://github.com/awsdocs/aws-deeplens-user-guide,FALSE,2/19/2018 23:04,[],9,23,37,0,6,,235,3,0,1,0,26,0,0,0,
aws/sagemaker-chainer-container,https://github.com/aws/sagemaker-chainer-container,FALSE,3/1/2018 17:30,"['aws', 'docker', 'sagemaker', 'chainer']",16,20,23,11,13,Python,18001,3,2,2,11,129,0,0,0,
aws-samples/amazon-sagemaker-optuna-hpo-blog,https://github.com/aws-samples/amazon-sagemaker-optuna-hpo-blog,FALSE,2/19/2019 18:24,[],8,9,6,0,3,Python,355,3,1,3,0,114,0,0,0,
aws-samples/amazon-sagemaker-managed-spot-training,https://github.com/aws-samples/amazon-sagemaker-managed-spot-training,FALSE,10/15/2020 19:42,"['sagemaker', 'amazon-sagemaker', 'aws', 'tensorflow', 'spot-instances', 'pytorch', 'xgboost', 'spot-interruption', 'pytorch-training', 'tensorflow-training', 'sagemaker-notebook', 'mxnet', 'mxnet-gluon', 'cloudformation-template']",30,3,16,0,2,Jupyter Notebook,142,0,0,1,0,49,0,0,0,
laithalsaadoon/remars2019-revegas-workshop,https://github.com/laithalsaadoon/remars2019-revegas-workshop,FALSE,5/31/2019 23:22,[],16,5,10,0,1,Jupyter Notebook,7965,0,0,1,0,10,0,0,0,
TigerGraph-DevLabs/AMLSim_Python_Lab,https://github.com/TigerGraph-DevLabs/AMLSim_Python_Lab,FALSE,3/22/2021 16:53,"['tigergraph', 'python', 'machine-learning', 'sagemaker']",9,1,2,0,2,Jupyter Notebook,11740,0,0,1,0,25,0,0,0,
facebookresearch/dynabench,https://github.com/facebookresearch/dynabench,FALSE,3/27/2020 22:56,[],22,16,16,0,16,Python,33428,34,0,79,0,161,14,0,0,
nsadawi/XGBoost-Local-and-AWS,https://github.com/nsadawi/XGBoost-Local-and-AWS,FALSE,5/20/2021 10:27,[],24,3,20,0,1,Jupyter Notebook,224,0,0,1,0,4,0,0,0,
awslabs/sagemaker-debugger-rulesconfig,https://github.com/awslabs/sagemaker-debugger-rulesconfig,FALSE,11/12/2019 19:46,[],8,22,7,6,10,Python,115,5,1,19,6,51,1,0,0,
neuroethology/MARS_Developer,https://github.com/neuroethology/MARS_Developer,FALSE,6/12/2020 17:38,[],13,3,2,0,3,Jupyter Notebook,54615,14,3,7,0,121,0,0,0,
tn1031/chainer-sagemaker-tools,https://github.com/tn1031/chainer-sagemaker-tools,FALSE,4/4/2019 14:34,[],10,4,1,0,1,Python,23,2,0,1,0,29,0,0,0,
almeidaw/laboratoria,https://github.com/almeidaw/laboratoria,FALSE,7/2/2019 17:31,[],6,1,24,0,2,Python,9774,3,3,3,0,21,0,0,0,
aws-samples/eks-kubeflow-workshop,https://github.com/aws-samples/eks-kubeflow-workshop,FALSE,9/13/2019 23:30,[],95,10,54,3,7,Jupyter Notebook,1607,21,1,3,3,79,0,0,0,
philschmid/advanced-pii-huggingface-sagemaker,https://github.com/philschmid/advanced-pii-huggingface-sagemaker,FALSE,5/30/2022 11:19,[],18,1,5,0,1,Jupyter Notebook,2354,0,0,1,0,3,0,0,0,
isobar-us/multilabel-image-classification-tensorflow,https://github.com/isobar-us/multilabel-image-classification-tensorflow,FALSE,10/16/2018 15:45,[],45,8,23,0,2,Python,450628,3,0,7,0,63,0,0,0,
chiahsuan156/DST-as-Prompting,https://github.com/chiahsuan156/DST-as-Prompting,FALSE,9/9/2021 5:38,"['dialogue', 'dialogue-state-tracking', 'natural-language-processing', 'prompt-tuning', 'prompting', 'schema', 'seq2seq', 't5', 'task-oriented-dialogue']",36,4,9,0,1,Python,12602,3,0,1,0,18,0,0,0,
aws/sagemaker-mxnet-training-toolkit,https://github.com/aws/sagemaker-mxnet-training-toolkit,FALSE,1/25/2018 22:55,"['aws', 'sagemaker', 'mxnet', 'docker']",59,45,51,42,25,Python,13512,4,0,1,43,237,3,0,0,
awslabs/syne-tune,https://github.com/awslabs/syne-tune,FALSE,10/15/2021 12:54,"['hyperparameter-optimization', 'machine-learning', 'multi-objective-optimization', 'hyperparameter-tuning', 'bayesian-optimization', 'sagemaker', 'neural-architecture-search']",210,10,25,2,19,Python,7669,12,4,77,4,305,4,0,0,
awslabs/autonomous-driving-data-framework,https://github.com/awslabs/autonomous-driving-data-framework,FALSE,6/23/2022 17:35,[],17,3,10,2,7,Python,901,7,1,4,2,180,1,0,0,
NRauschmayr/Anomaly_Detection,https://github.com/NRauschmayr/Anomaly_Detection,FALSE,11/26/2018 7:24,[],44,4,14,0,1,Jupyter Notebook,89325,3,0,1,0,18,0,0,0,
aws-samples/TensorFlow-in-SageMaker-workshop,https://github.com/aws-samples/TensorFlow-in-SageMaker-workshop,FALSE,7/18/2019 18:00,"['amazon-sagemaker', 'tensorflow', 'pipemode', 'distributed-training']",31,3,17,0,3,Jupyter Notebook,100,1,0,2,0,33,0,0,0,
awsdocs/amazon-sagemaker-developer-guide,https://github.com/awsdocs/amazon-sagemaker-developer-guide,FALSE,12/7/2017 0:47,[],216,35,250,0,89,,5877,4,3,16,0,333,2,0,0,
shaystrong/sagely,https://github.com/shaystrong/sagely,FALSE,5/5/2019 16:04,[],26,2,13,0,1,Jupyter Notebook,232983,0,0,1,0,97,0,0,0,
Merck/bgc-pipeline,https://github.com/Merck/bgc-pipeline,FALSE,12/4/2020 21:42,[],6,6,1,0,0,Jupyter Notebook,24987,3,1,1,0,1,0,0,0,
acannistra/planet-snowcover,https://github.com/acannistra/planet-snowcover,FALSE,1/25/2018 0:11,"['planet-labs', 'computer-vision', 'cloud-native']",20,4,6,0,1,Jupyter Notebook,281110,7,5,9,0,471,0,0,0,
PacktPublishing/Machine-Learning-Engineering-on-AWS,https://github.com/PacktPublishing/Machine-Learning-Engineering-on-AWS,FALSE,12/29/2021 4:30,[],14,2,9,0,3,Jupyter Notebook,29956,0,0,1,0,167,0,0,0,
hjlopes/sagemaker-sentiment-analysis,https://github.com/hjlopes/sagemaker-sentiment-analysis,FALSE,4/13/2019 22:39,"['udacity-nanodegree', 'udacity-deep-learning', 'sagemaker', 'sagemaker-deployment', 'aws-lambda', 'aws-sagemaker', 'aws-api-gateway', 'nlp']",11,0,8,0,1,HTML,186,0,0,1,0,13,0,0,0,
aws-samples/amazon-sagemaker-from-idea-to-production,https://github.com/aws-samples/amazon-sagemaker-from-idea-to-production,FALSE,9/24/2022 9:13,[],15,7,4,0,0,Jupyter Notebook,8950,0,0,2,0,29,0,0,0,
jonrau1/SyntheticSun,https://github.com/jonrau1/SyntheticSun,FALSE,4/21/2020 15:12,"['threat-intelligence', 'machine-learning', 'anomaly-detection', 'aws-security', 'aws-serverless', 'serverless', 'automation', 'geolocation', 'threat-detection', 'guardduty', 'security-automation', 'security-tools', 'aws', 'sagemaker', 'incident-response', 'kibana', 'elasticsearch', 'data-science', 'data-visualization', 'misp']",61,8,13,0,4,Python,60789,5,0,2,0,90,0,0,0,
aws-samples/machine-learning-pipelines-for-multimodal-health-data,https://github.com/aws-samples/machine-learning-pipelines-for-multimodal-health-data,FALSE,5/20/2021 21:51,[],11,4,10,0,3,Jupyter Notebook,11270,1,1,3,0,14,0,0,0,
xkumiyu/sagemaker-keras-example,https://github.com/xkumiyu/sagemaker-keras-example,FALSE,7/15/2019 11:52,"['sagemaker', 'keras']",6,1,2,0,1,Python,37,1,1,2,0,6,0,0,0,
aws-samples/amazon-forecast-samples,https://github.com/aws-samples/amazon-forecast-samples,FALSE,11/23/2018 23:10,[],436,37,343,0,38,Jupyter Notebook,124112,20,1,4,0,508,0,0,0,
apac-ml-tfc/frugal-mlops,https://github.com/apac-ml-tfc/frugal-mlops,FALSE,6/8/2020 2:51,"['sagemaker', 'mlops', 'aws-step-functions']",5,6,1,0,1,Jupyter Notebook,472,2,0,2,0,53,0,0,0,
t04glovern/aws-s3-cat-images,https://github.com/t04glovern/aws-s3-cat-images,FALSE,2/21/2019 2:22,"['stylegan', 'stylegan-model', 'gan', 'nn', 'ai', 'sagemaker']",130,3,8,0,1,HTML,2182,2,0,1,0,12,0,0,0,
aws-samples/sagemaker-byo-catboost-container-demo,https://github.com/aws-samples/sagemaker-byo-catboost-container-demo,FALSE,5/5/2020 9:40,[],12,22,2,0,2,Jupyter Notebook,28,0,0,1,0,8,0,0,0,
PacktPublishing/Learn-Amazon-SageMaker-second-edition,https://github.com/PacktPublishing/Learn-Amazon-SageMaker-second-edition,FALSE,4/27/2021 15:27,[],37,5,25,0,5,Jupyter Notebook,30828,1,0,1,0,68,0,0,0,
mlpiper/mlpiper,https://github.com/mlpiper/mlpiper,FALSE,2/6/2019 21:24,[],7,3,9,0,8,Python,54217,23,22,80,0,335,3,0,73,
aws/studio-lab-examples,https://github.com/aws/studio-lab-examples,FALSE,11/23/2021 0:24,"['amazon-sagemaker-lab', 'sagemaker-studio-lab', 'machine-learning', 'deep-learning', 'huggingface', 'aws', 'sagemaker', 'training', 'inference', 'deploy']",287,15,81,0,12,Jupyter Notebook,34310,62,5,1,0,153,0,0,0,
layerai/examples,https://github.com/layerai/examples,FALSE,2/4/2022 18:12,['machine-learning'],6,7,6,0,7,Jupyter Notebook,39645,5,3,7,0,428,0,0,0,
Kenza-AI/sagify,https://github.com/Kenza-AI/sagify,FALSE,3/3/2018 13:12,"['sagemaker', 'machine-learning', 'python', 'aws', 'deep-learning', 'keras', 'tensorflow', 'scikit-learn', 'machine-learning-production', 'machine-learning-deploy', 'deep-learning-deploy', 'deep-learning-production', 'pytorch', 'continuous-deployment', 'continuous-training', 'cd4ml', 'mlops', 'huggingface', 'xgboost', 'ml-infrastructure']",381,16,58,0,7,Python,37621,12,2,6,51,537,0,0,37,
Lightning-AI/LAI-E2E-ContinualAI-Emulator,https://github.com/Lightning-AI/LAI-E2E-ContinualAI-Emulator,FALSE,7/11/2022 8:37,[],6,3,2,0,1,Python,16,3,0,1,0,6,0,0,0,
rosewang2008/language_modeling_via_stochastic_processes,https://github.com/rosewang2008/language_modeling_via_stochastic_processes,FALSE,1/29/2022 16:28,"['language', 'language-model', 'stochastic-processes', 'contrastive-learning']",105,6,6,0,2,Python,63968,6,0,1,0,14,0,0,0,
TRoboto/Udacity,https://github.com/TRoboto/Udacity,FALSE,5/1/2020 6:29,"['projects', 'udacity', 'udacity-nanodegree', 'udacity-machine-learning-nanodegree', 'udacity-deep-learning', 'udacity-course', 'udacity-computer-vision-nanodegree', 'udacity-artificial-intelligence', 'udacity-intel-ai-iot-developers', 'udacity-natural-language-processing', 'healthcare', 'healthcare-application', 'udacity-ai-for-healthcare', 'udacity-cplusplus-nanodegree', 'image-captioning', 'yolov4', 'slam-algorithms', 'facial-keypoints-cnn', 'sudoku-solver', 'part-of-speech-tagger']",56,2,54,0,2,Jupyter Notebook,1386426,36,36,37,1,459,0,0,0,
InternetOfHealthcare/ehealth-workshop,https://github.com/InternetOfHealthcare/ehealth-workshop,FALSE,1/13/2018 18:15,[],21,8,8,0,2,Python,12626,0,0,1,0,115,0,0,0,
aws-samples/amazon-sagemaker-drift-detection,https://github.com/aws-samples/amazon-sagemaker-drift-detection,FALSE,7/26/2021 23:16,"['sagemaker', 'drift-detection', 'machine-learning']",42,18,22,0,4,Python,1459,10,2,1,0,41,0,0,3,
aws-samples/amazon-sagemaker-bert-classify-pytorch,https://github.com/aws-samples/amazon-sagemaker-bert-classify-pytorch,FALSE,7/7/2020 23:43,[],31,23,10,1,2,Python,177,0,0,2,1,118,4,0,0,
daniel-fudge/DRL-Portfolio-Optimization,https://github.com/daniel-fudge/DRL-Portfolio-Optimization,FALSE,9/29/2019 15:02,[],7,1,5,0,1,Jupyter Notebook,37056,0,0,1,0,43,0,0,0,
aws-samples/sagemaker-inference-samples-kr,https://github.com/aws-samples/sagemaker-inference-samples-kr,FALSE,2/23/2021 0:47,[],5,9,3,0,3,Jupyter Notebook,2791,0,0,1,0,7,0,0,0,
aws-samples/amazon-sagemaker-mlops-workshop,https://github.com/aws-samples/amazon-sagemaker-mlops-workshop,FALSE,3/10/2021 7:24,"['sagemaker', 'sagemaker-studio', 'sagemaker-processing', 'sagemaker-deployment', 'tensorflow2', 'sagemaker-pipelines', 'machine-learning', 'mlops-workshop', 'model-monitoring', 'amazon-sagemaker']",48,4,14,0,6,Jupyter Notebook,3621,1,0,2,0,93,0,0,0,
PranavM98/Prediction-of-Stock-Prices---Dash-App,https://github.com/PranavM98/Prediction-of-Stock-Prices---Dash-App,FALSE,11/23/2020 16:07,[],11,2,15,0,1,Python,78,1,0,1,0,28,0,0,0,
aws-samples/email-response-automation-comprehend,https://github.com/aws-samples/email-response-automation-comprehend,FALSE,8/26/2021 21:54,[],6,2,1,0,2,Python,8704,1,1,2,0,203,0,0,0,
IBM/open-prediction-service-hub,https://github.com/IBM/open-prediction-service-hub,FALSE,10/30/2020 8:32,[],6,4,11,4,7,Python,30965,1,1,2,26,1435,0,0,0,
mindsdb/mindsdb-sagemaker-container,https://github.com/mindsdb/mindsdb-sagemaker-container,FALSE,12/19/2019 14:08,"['mindsdb', 'aws-sagemaker', 'example', 'aws', 'amazon-sagemaker', 'sagemaker-python-sdk', 'sagemaker-endpoint', 'mindsdb-sagemaker-container']",7,4,0,0,1,Python,87,6,0,1,0,51,0,0,0,
provectus/sak-kubeflow,https://github.com/provectus/sak-kubeflow,FALSE,9/23/2020 7:52,"['argocd', 'kubeflow', 'eks', 'cluster', 'terraform', 'ml', 'machine-learning', 'ai', 'artificial-intelligence', 'deep-learning', 'data-science', 'automation', 'gitops', 'devops', 'iac', 'infrastructure-as-code', 'infrastructure', 'aws', 'open-source']",57,12,21,0,5,HCL,52540,12,1,5,0,34,0,0,0,
anebz/cloud,https://github.com/anebz/cloud,FALSE,1/12/2021 10:33,[],15,2,3,0,1,Jupyter Notebook,5713,0,0,1,0,53,0,0,0,
kookmin-sw/capstone-2020-21,https://github.com/kookmin-sw/capstone-2020-21,FALSE,3/10/2020 6:43,"['python', 'django-rest-framework', 'javascript', 'vuejs']",8,1,6,0,8,Python,128644,19,19,20,0,593,1,0,207,
daekeun-ml/sagemaker-reinvent2019-kr,https://github.com/daekeun-ml/sagemaker-reinvent2019-kr,FALSE,12/9/2019 22:56,[],6,1,4,0,1,Jupyter Notebook,398,0,0,1,0,13,0,0,0,
Innixma/autogluon-benchmarking,https://github.com/Innixma/autogluon-benchmarking,FALSE,2/13/2020 23:34,[],17,5,5,0,2,Python,680,2,0,1,0,4,0,0,0,
sofianhamiti/amazon-sagemaker-pipelines-mlflow,https://github.com/sofianhamiti/amazon-sagemaker-pipelines-mlflow,FALSE,7/24/2021 13:35,[],7,3,3,0,1,Python,16,0,0,1,0,4,0,0,0,
aws-samples/hugging-face-workshop,https://github.com/aws-samples/hugging-face-workshop,FALSE,3/10/2022 4:34,"['nlp', 'sagemaker', 'aws', 'machine-learning', 'deep-learning']",14,19,5,0,3,Jupyter Notebook,401,0,0,1,0,60,0,0,0,
Napkin-DL/rapid-mlops-poc,https://github.com/Napkin-DL/rapid-mlops-poc,FALSE,3/28/2022 11:10,[],6,2,3,0,1,Jupyter Notebook,45708,0,0,2,0,11,0,0,0,
mlcommons/training_results_v0.7,https://github.com/mlcommons/training_results_v0.7,FALSE,7/29/2020 3:39,[],56,13,68,0,4,Python,107749,10,0,1,0,6,0,0,0,
prtos/few_shot_regression,https://github.com/prtos/few_shot_regression,FALSE,2/28/2018 21:22,[],6,4,1,0,2,Python,1242013,0,0,4,0,61,0,0,0,
krishnaik06/AWS-SageMaker,https://github.com/krishnaik06/AWS-SageMaker,FALSE,8/28/2020 22:05,[],34,2,103,0,1,Jupyter Notebook,8,1,0,1,0,3,0,0,0,
raduenuca/sagemaker-plagiarism-detection,https://github.com/raduenuca/sagemaker-plagiarism-detection,FALSE,7/24/2019 9:40,[],5,1,6,0,1,Jupyter Notebook,46,0,0,1,0,7,0,0,0,
SofianHamiti/end-to-end-transformers,https://github.com/sofianhamiti/end-to-end-transformers,FALSE,6/12/2020 12:17,[],13,3,9,0,2,Jupyter Notebook,404,0,0,1,0,30,0,0,0,
aws/sagemaker-jumpstart-industry-pack,https://github.com/aws/sagemaker-jumpstart-industry-pack,FALSE,8/17/2021 21:21,[],9,4,8,0,7,Python,2519,2,0,8,0,134,0,0,0,
siakon89/sagemaker-deep-learning,https://github.com/siakon89/sagemaker-deep-learning,FALSE,6/15/2018 16:31,[],5,1,3,0,1,Jupyter Notebook,381,0,0,1,0,9,0,0,0,
aws-samples/amazon-a2i-sample-jupyter-notebooks,https://github.com/aws-samples/amazon-a2i-sample-jupyter-notebooks,FALSE,12/6/2019 20:53,[],59,8,55,0,14,Jupyter Notebook,48801,3,2,2,0,139,7,0,0,
aws-samples/classify-news-amazon-sagemaker-hugging-face,https://github.com/aws-samples/classify-news-amazon-sagemaker-hugging-face,FALSE,7/29/2021 10:52,[],6,9,4,0,2,Jupyter Notebook,195,0,0,1,0,17,0,0,0,
dime-worldbank/Pakistan-Poverty-from-Sky,https://github.com/dime-worldbank/Pakistan-Poverty-from-Sky,FALSE,6/20/2019 20:09,[],15,9,2,0,6,Jupyter Notebook,48035,7,6,15,0,503,0,0,0,
palver7/CFLPytorch,https://github.com/palver7/CFLPytorch,FALSE,4/16/2020 8:34,[],18,2,5,0,1,Jupyter Notebook,152906,3,0,1,0,128,0,0,0,
cschellenberger/Data-Science-Learning,https://github.com/cschellenberger/Data-Science-Learning,FALSE,6/26/2018 16:23,[],5,1,2,0,1,Jupyter Notebook,65569,0,0,1,0,171,0,0,0,
rca241231/sagemaker_example,https://github.com/rca241231/sagemaker_example,FALSE,5/28/2018 20:38,[],12,3,10,0,1,Jupyter Notebook,74,0,0,1,0,5,0,0,0,
Aashmeet/ml-end-to-end-workshop,https://github.com/Aashmeet/ml-end-to-end-workshop,FALSE,3/17/2019 10:58,[],8,3,5,0,1,Jupyter Notebook,9964,1,0,1,0,87,0,0,0,
pedrojpaez/personalize_workshop,https://github.com/pedrojpaez/personalize_workshop,FALSE,3/4/2019 10:23,[],13,3,13,0,0,Jupyter Notebook,7213,0,0,1,0,13,0,0,0,
aws/sagemaker-scikit-learn-container,https://github.com/aws/sagemaker-scikit-learn-container,FALSE,10/31/2018 17:28,[],119,40,88,3,21,Python,930,17,6,11,3,143,2,0,0,
drnefischer/udacity,https://github.com/drnefischer/udacity,FALSE,5/19/2021 22:46,"['udacity', 'udacity-nanodegree', 'udacity-data-analyst-nanodegree', 'udacity-data-scientist', 'udacity-artificial-intelligence', 'udacity-deep-learning', 'udacity-deep-reinforcement-learning', 'udacity-machine-learning', 'udacity-data-scientist-nanodegree', 'udacity-ai-nanodegree', 'udacity-deep-learning-nanodegree', 'udacity-machine-learning-nanodegree', 'deep-learning', 'machine-learning', 'deep-reinforcement-learning', 'artificial-intelligence', 'data-analyst', 'data-science', 'nanodegree']",11,1,3,0,1,HTML,33819,0,0,1,0,336,0,0,76,
AwsGeek/mlbot-tutorial,https://github.com/AwsGeek/mlbot-tutorial,FALSE,11/8/2018 13:17,[],10,1,4,0,1,Jupyter Notebook,3729,0,0,1,0,3,0,0,0,
udacity/sagemaker-deployment,https://github.com/udacity/sagemaker-deployment,FALSE,5/30/2018 20:52,[],448,23,683,0,8,Jupyter Notebook,313,17,12,2,0,44,1,0,0,
